business_unit_id,period_start,headcount_x,avg_attrition_risk,p90_attrition_risk,avg_tenure,revenue,operating_margin_pct,productivity_index,avg_vacancy_days,quality_incidents,headcount_y,operating_margin_pct_lag1,productivity_index_lag1,avg_vacancy_days_lag1,quality_incidents_lag1,revenue_lag1,revenue_lag_1,revenue_lag_3_mean,revenue_lag_6_mean,revenue_growth_lag_1,revenue_next,revenue_growth_next,operating_margin_pct_next,productivity_index_next,avg_vacancy_days_next,quality_incidents_next,month,year,pred_operating_margin_pct_next,pred_productivity_index_next,pred_avg_vacancy_days_next,pred_quality_incidents_next
BU_01,2022-06-01,3,0.13038803008007296,0.15452446317600993,5.0,8336254.738165984,0.0600460659809924,1.0413002531241158,35.123442435044055,7.611574693816369,12,,,,,,,,,,9951186.963608818,0.19372395352185784,0.0596984377954091,0.9745414059032858,36.29187186296335,7.2618262093170305,6,2022,0.06157187701116967,0.9852492594186948,35.07866963956928,8.299342778720632
BU_01,2022-07-01,4,0.29048390468482876,0.45607369048013624,5.75,9951186.963608818,0.0596984377954091,0.9745414059032858,36.29187186296335,7.2618262093170305,13,0.0600460659809924,1.0413002531241158,35.123442435044055,7.611574693816369,8336254.738165984,8336254.738165984,,,,9303819.310378231,-0.0650543151885288,0.074088979867848,0.9778013781214429,30.28612665341584,8.29947665474969,7,2022,0.06425162686312826,0.9890766554364833,34.52286459240024,7.8581433709250055
BU_01,2022-08-01,8,0.29164340587134485,0.4047321133718922,5.875,9303819.310378231,0.074088979867848,0.9778013781214429,30.28612665341584,8.29947665474969,17,0.0596984377954091,0.9745414059032858,36.29187186296335,7.2618262093170305,9951186.963608818,9951186.963608818,,,0.19372395352185778,9726744.48465246,0.04545715691215796,0.0500715562222558,0.9816239761356506,35.38435980674481,8.337563881263048,8,2022,0.06413374135030908,1.0030734913026684,33.84306772242506,7.559816789754133
BU_01,2022-09-01,8,0.30177771281588683,0.41664168383962386,6.875,9726744.48465246,0.0500715562222558,0.9816239761356506,35.38435980674481,8.337563881263048,19,0.074088979867848,0.9778013781214429,30.28612665341584,8.29947665474969,9303819.310378231,9303819.310378231,9197087.004051011,,-0.06505431518852878,10037568.808165455,0.031955637778234645,0.0589932073716436,0.9462961005161384,36.294752256647605,7.653530216685908,9,2022,0.062186550285543395,0.9929291542602874,34.52349953264714,7.545831870011483
BU_01,2022-10-01,10,0.29153840040017576,0.4599331241365794,7.3,10037568.808165455,0.0589932073716436,0.9462961005161384,36.294752256647605,7.653530216685908,24,0.0500715562222558,0.9816239761356506,35.38435980674481,8.337563881263048,9726744.48465246,9726744.48465246,9660583.58621317,,0.045457156912158014,10051677.721730396,0.0014056106448270087,0.0608404844486822,1.0164733222158906,33.64460719877499,8.146602194538831,10,2022,0.058080954835213056,1.004021874357825,35.24447307559604,8.314935011384122
BU_01,2022-11-01,12,0.2285807557207201,0.34397782748890354,7.75,10051677.721730396,0.0608404844486822,1.0164733222158906,33.64460719877499,8.146602194538831,27,0.0589932073716436,0.9462961005161384,36.294752256647605,7.653530216685908,10037568.808165455,10037568.808165455,9689377.534398714,,0.031955637778234625,10830844.05624444,0.0775160481746833,0.0706614761350934,0.9970582175349862,35.28461073693326,8.500440447825811,11,2022,0.059620485087675354,0.9865074728817099,35.454737163126055,7.996933175155265
BU_01,2022-12-01,13,0.29606497509657215,0.5304646880961367,8.461538461538462,10830844.05624444,0.0706614761350934,0.9970582175349862,35.28461073693326,8.500440447825811,32,0.0608404844486822,1.0164733222158906,33.64460719877499,8.146602194538831,10051677.721730396,10051677.721730396,9938663.671516104,9567875.337783558,0.0014056106448270267,11420773.711835636,0.0544675606561869,0.0598445764088341,0.9577984439600874,36.46724687517232,6.133411399279362,12,2022,0.055497343582156064,0.9915835160724623,35.03146028129417,7.471310957349781
BU_01,2023-01-01,17,0.24126517763510946,0.46835967181431126,8.411764705882353,11420773.711835636,0.0598445764088341,0.9577984439600874,36.46724687517232,6.133411399279362,37,0.0706614761350934,0.9970582175349862,35.28461073693326,8.500440447825811,10830844.05624444,10830844.05624444,10306696.862046763,9983640.224129967,0.07751604817468327,11640425.959084472,0.01923269410558452,0.0566084367076794,0.9500268856416412,30.847932028508104,7.095009937057548,1,2023,0.05970817903147746,0.9794089842572679,36.12657394163676,8.583606897168199
BU_01,2023-02-01,19,0.2863134234490242,0.5484516703003189,8.947368421052632,11640425.959084472,0.0566084367076794,0.9500268856416412,30.847932028508104,7.095009937057548,39,0.0598445764088341,0.9577984439600874,36.46724687517232,6.133411399279362,11420773.711835636,11420773.711835636,10767765.163270159,10228571.348834438,0.05446756065618685,11398419.17394882,-0.02079020011692811,0.0522945949062415,0.9901927942032795,37.063640218030606,9.128117192914074,2,2023,0.05970950109346301,0.9921207361122361,35.916323248209956,8.364998182716079
BU_01,2023-03-01,24,0.29253288304952346,0.5269809219134358,8.916666666666666,11398419.17394882,0.0522945949062415,0.9901927942032795,37.063640218030606,9.128117192914074,41,0.0566084367076794,0.9500268856416412,30.847932028508104,7.095009937057548,11640425.959084472,11640425.959084472,11297347.909054851,10618005.790285476,0.01923269410558448,11556330.853465846,0.013853822807107634,0.0653571724372234,1.0920025586187188,36.04601389430543,9.98529739455882,3,2023,0.06133510870359596,0.9843484279139392,35.61828677652279,8.208692898130074
